"Time","Hero","X Pos.","Y Pos.","Type","Visible to"
"9.55","Io","112","114","normal","Radiant only"
"9.60","Keeper of the Light","74","160","normal","Radiant only"
"9.60","Lycan","108","107","normal","Radiant only"
"9.60","Morphling","101","115","normal","Radiant only"
"9.60","Io","103","115","normal","Radiant only"
"9.65","Lycan","113","102","normal","Radiant only"
"9.65","Morphling","100","121","normal","Radiant only"
"9.65","Io","101","120","normal","Radiant only"
"9.70","Lycan","118","104","normal","Radiant only"
"9.70","Morphling","94","128","normal","Radiant only"
"9.70","Io","96","126","normal","Radiant only"
"9.75","Keeper of the Light","77","157","normal","Radiant only"
"9.75","Lycan","124","105","normal","Radiant only"
"9.75","Morphling","86","133","normal","Radiant only"
"9.75","Io","89","131","normal","Radiant only"
"9.80","Keeper of the Light","80","162","normal","Radiant only"
"9.80","Lycan","124","104","normal","Radiant only"
"9.80","Morphling","82","139","normal","Radiant only"
"9.80","Io","83","135","normal","Radiant only"
"9.85","Lycan","124","104","normal","Radiant only"
"9.85","Io","82","140","normal","Radiant only"
"9.90","Lycan","124","104","normal","Radiant only"
"9.93","Lycan","124","104","on hero kill","Radiant only"
"9.95","Lycan","124","104","normal","Radiant only"
"10.00","Lycan","124","104","normal","Radiant only"
"10.05","Puck","163","101","normal","Radiant only"
"10.05","Lycan","124","107","normal","Radiant only"
"10.10","Puck","158","101","normal","Radiant only"
"10.10","Lycan","123","115","normal","Radiant only"
"10.10","Morphling","78","142","normal","Radiant only"
"10.10","Io","79","141","normal","Radiant only"
"10.15","Puck","153","107","normal","Radiant only"
"10.15","Lycan","123","123","normal","Radiant only"
"10.15","Io","79","135","normal","Radiant only"
"10.20","Puck","159","106","normal","Radiant only"
"10.20","Lycan","130","128","normal","Radiant only"
"10.20","Io","78","134","normal","Radiant only"
"10.25","Io","75","127","normal","Radiant only"
"10.30","Io","73","127","normal","Radiant only"
"10.35","Keeper of the Light","74","75","normal","Radiant only"
"10.35","Io","73","127","normal","Radiant only"
"10.40","Keeper of the Light","79","126","normal","Radiant only"
"10.40","Morphling","79","99","normal","Radiant only"
"10.40","Io","76","126","normal","Radiant only"
"10.45","Morphling","79","92","normal","Radiant only"
"10.45","Io","74","125","normal","Radiant only"
"10.50","Morphling","76","84","normal","Radiant only"
"10.50","Io","74","125","normal","Radiant only"
"10.55","Morphling","75","81","normal","Radiant only"
"10.55","Io","75","124","normal","Radiant only"
"10.60","Morphling","73","79","normal","Radiant only"
"10.65","Keeper of the Light","78","122","normal","Radiant only"
"10.65","Morphling","77","85","normal","Radiant only"
"10.65","Io","77","120","normal","Radiant only"
"10.70","Keeper of the Light","78","120","normal","Radiant only"
"10.70","Morphling","78","92","normal","Radiant only"
"10.70","Io","78","114","normal","Radiant only"
"10.75","Keeper of the Light","76","127","normal","Radiant only"
"10.75","Lycan","143","127","normal","Radiant only"
"10.75","Morphling","79","100","normal","Radiant only"
"10.75","Io","77","108","normal","Radiant only"
"10.80","Puck","176","95","normal","Radiant only"
"10.80","Keeper of the Light","76","129","normal","Radiant only"
"10.80","Lycan","145","119","normal","Radiant only"
"10.80","Morphling","79","108","normal","Radiant only"
"10.80","Io","79","101","normal","Radiant only"
"10.85","Lycan","148","113","normal","Radiant only"
"10.85","Morphling","78","116","normal","Radiant only"
"10.85","Io","79","101","normal","Radiant only"
"10.90","Lycan","155","107","normal","Radiant only"
"10.90","Morphling","78","123","normal","Radiant only"
"10.90","Io","79","109","normal","Radiant only"
"10.95","Keeper of the Light","80","130","normal","Radiant only"
"10.95","Lycan","163","106","normal","Radiant only"
"10.95","Io","78","117","normal","Radiant only"
"11.00","Puck","179","100","normal","Radiant only"
"11.00","Keeper of the Light","79","129","normal","Radiant only"
"11.00","Lycan","171","106","normal","Radiant only"
"11.00","Io","79","125","normal","Radiant only"
"11.05","Puck","182","97","normal","Radiant only"
"11.05","Keeper of the Light","83","132","normal","Radiant only"
"11.10","Puck","179","99","normal","Radiant only"
"11.15","Puck","180","106","normal","Radiant only"
"11.15","Lycan","173","109","normal","Radiant only"
"11.20","Puck","180","114","normal","Radiant only"
"11.20","Keeper of the Light","86","157","normal","Radiant only"
"11.20","Morphling","81","162","normal","Radiant only"
"11.20","Io","74","160","normal","Radiant only"
"11.25","Puck","180","114","normal","Radiant only"
"11.25","Keeper of the Light","94","159","normal","Radiant only"
"11.25","Io","77","165","normal","Radiant only"
"11.30","Puck","180","115","normal","Radiant only"
"11.30","Keeper of the Light","96","163","normal","Radiant only"
"11.30","Io","77","170","normal","Radiant only"
"11.35","Puck","179","115","normal","Radiant only"
"11.35","Keeper of the Light","87","163","normal","Radiant only"
"11.35","Io","77","165","normal","Radiant only"
"11.40","Keeper of the Light","85","163","normal","Radiant only"
"11.40","Io","74","160","normal","Radiant only"
"11.45","Io","76","156","normal","Radiant only"
"11.50","Keeper of the Light","71","162","normal","Radiant only"
"11.50","Io","70","161","normal","Radiant only"
"11.60","Puck","185","117","normal","Radiant only"
"11.60","Keeper of the Light","77","79","normal","Radiant only"
"11.60","Io","74","76","normal","Radiant only"
"11.65","Puck","71","75","normal","Radiant only"
"11.65","Keeper of the Light","82","81","normal","Radiant only"
"11.65","Morphling","77","174","normal","Radiant only"
"11.65","Io","74","76","normal","Radiant only"
"11.70","Puck","72","77","normal","Radiant only"
"11.70","Keeper of the Light","89","88","normal","Radiant only"
"11.70","Io","74","77","normal","Radiant only"
"11.75","Puck","73","78","normal","Radiant only"
"11.75","Keeper of the Light","93","93","normal","Radiant only"
"11.75","Io","79","80","normal","Radiant only"
"11.80","Puck","82","82","normal","Radiant only"
"11.80","Keeper of the Light","99","100","normal","Radiant only"
"11.80","Lycan","180","98","normal","Radiant only"
"11.80","Io","86","86","normal","Radiant only"
"11.85","Puck","88","90","normal","Radiant only"
"11.85","Keeper of the Light","106","108","normal","Radiant only"
"11.85","Lycan","178","96","normal","Radiant only"
"11.85","Io","93","92","normal","Radiant only"
"11.90","Puck","92","97","normal","Radiant only"
"11.90","Keeper of the Light","114","111","normal","Radiant only"
"11.90","Lycan","171","92","normal","Radiant only"
"11.90","Morphling","107","150","normal","Radiant only"
"11.90","Io","100","96","normal","Radiant only"
"11.95","Puck","101","99","normal","Radiant only"
"11.95","Keeper of the Light","116","104","normal","Radiant only"
"11.95","Lycan","163","91","normal","Radiant only"
"11.95","Morphling","108","142","normal","Radiant only"
"11.95","Io","107","99","normal","Radiant only"
"12.00","Puck","109","99","normal","Radiant only"
"12.00","Keeper of the Light","115","100","normal","Radiant only"
"12.00","Lycan","159","97","normal","Radiant only"
"12.00","Morphling","108","141","normal","Radiant only"
"12.00","Io","114","99","normal","Radiant only"
"12.05","Puck","102","110","normal","Radiant only"
"12.05","Keeper of the Light","113","100","normal","Radiant only"
"12.05","Lycan","153","101","normal","Radiant only"
"12.05","Morphling","105","142","normal","Radiant only"
"12.05","Io","115","102","normal","Radiant only"
"12.10","Puck","102","115","normal","Radiant only"
"12.10","Keeper of the Light","116","103","normal","Radiant only"
"12.10","Lycan","152","100","normal","Radiant only"
"12.10","Morphling","98","138","normal","Radiant only"
"12.10","Io","111","102","normal","Radiant only"
"12.15","Puck","111","116","normal","Radiant only"
"12.15","Keeper of the Light","116","99","normal","Radiant only"
"12.15","Lycan","151","99","normal","Radiant only"
"12.15","Morphling","94","133","normal","Radiant only"
"12.15","Io","112","101","normal","Radiant only"
"12.20","Puck","118","120","normal","Radiant only"
"12.20","Keeper of the Light","114","100","normal","Radiant only"
"12.20","Lycan","151","99","normal","Radiant only"
"12.20","Morphling","88","131","normal","Radiant only"
"12.20","Io","116","101","normal","Radiant only"
"12.25","Keeper of the Light","118","105","normal","Radiant only"
"12.25","Lycan","151","99","normal","Radiant only"
"12.25","Io","116","104","normal","Radiant only"
"12.30","Keeper of the Light","120","104","normal","Radiant only"
"12.30","Lycan","152","99","normal","Radiant only"
"12.30","Io","117","106","normal","Radiant only"
"12.35","Puck","119","120","normal","Radiant only"
"12.35","Keeper of the Light","129","107","normal","Radiant only"
"12.35","Lycan","159","97","normal","Radiant only"
"12.35","Io","124","109","normal","Radiant only"
"12.40","Puck","119","120","normal","Radiant only"
"12.40","Lycan","166","92","normal","Radiant only"
"12.40","Io","122","110","normal","Radiant only"
"12.45","Lycan","172","93","normal","Radiant only"
"12.45","Io","115","111","normal","Radiant only"
"12.50","Lycan","172","85","normal","Radiant only"
"12.50","Morphling","79","158","normal","Radiant only"
"12.50","Io","107","114","normal","Radiant only"
"12.55","Keeper of the Light","137","108","normal","Radiant only"
"12.55","Io","102","118","normal","Radiant only"
"12.60","Keeper of the Light","134","108","normal","Radiant only"
"12.60","Io","97","125","normal","Radiant only"
"12.65","Keeper of the Light","127","108","normal","Radiant only"
"12.65","Morphling","82","166","normal","Radiant only"
"12.65","Io","91","130","normal","Radiant only"
"12.70","Keeper of the Light","123","115","normal","Radiant only"
"12.70","Morphling","85","172","normal","Radiant only"
"12.75","Puck","114","120","normal","Radiant only"
"12.75","Keeper of the Light","117","121","normal","Radiant only"
"12.75","Morphling","90","174","normal","Radiant only"
"12.80","Puck","116","123","normal","Radiant only"
"12.80","Morphling","98","174","normal","Radiant only"
"12.85","Lycan","176","97","normal","Radiant only"
"12.85","Io","76","156","normal","Radiant only"
"12.90","Puck","117","120","normal","Radiant only"
"12.90","Keeper of the Light","116","120","normal","Radiant only"
"12.90","Io","74","163","normal","Radiant only"
"12.95","Puck","115","120","normal","Radiant only"
"12.95","Keeper of the Light","114","128","normal","Radiant only"
"12.95","Morphling","112","173","normal","Radiant only"
"12.95","Io","80","168","normal","Radiant only"
"13.00","Puck","172","89","normal","Radiant only"
"13.00","Keeper of the Light","112","137","normal","Radiant only"
"13.00","Morphling","120","174","normal","Radiant only"
"13.00","Io","86","173","normal","Radiant only"
"13.05","Puck","176","91","normal","Radiant only"
"13.05","Keeper of the Light","109","144","normal","Radiant only"
"13.05","Io","94","176","normal","Radiant only"
"13.10","Puck","183","94","normal","Radiant only"
"13.10","Keeper of the Light","110","152","normal","Radiant only"
"13.10","Io","102","176","normal","Radiant only"
"13.15","Puck","185","99","normal","Radiant only"
"13.15","Keeper of the Light","116","158","normal","Radiant only"
"13.15","Io","110","176","normal","Radiant only"
"13.20","Puck","185","99","normal","Radiant only"
"13.20","Keeper of the Light","116","164","normal","Radiant only"
"13.20","Io","113","179","normal","Radiant only"
"13.25","Puck","185","98","normal","Radiant only"
"13.25","Keeper of the Light","113","170","normal","Radiant only"
"13.25","Morphling","119","176","normal","Radiant only"
"13.25","Io","113","178","normal","Radiant only"
"13.30","Puck","179","99","normal","Radiant only"
"13.30","Keeper of the Light","113","170","normal","Radiant only"
"13.30","Lycan","181","98","normal","Radiant only"
"13.30","Morphling","116","175","normal","Radiant only"
"13.30","Io","108","178","normal","Radiant only"
"13.35","Puck","180","102","normal","Radiant only"
"13.35","Keeper of the Light","110","172","normal","Radiant only"
"13.35","Lycan","179","100","normal","Radiant only"
"13.35","Io","109","177","normal","Radiant only"
"13.40","Puck","181","103","normal","Radiant only"
"13.40","Keeper of the Light","102","171","normal","Radiant only"
"13.40","Io","102","174","normal","Radiant only"
"13.45","Puck","181","103","normal","Radiant only"
"13.45","Keeper of the Light","94","172","normal","Radiant only"
"13.45","Morphling","114","178","normal","Radiant only"
"13.45","Io","100","175","normal","Radiant only"
"13.50","Keeper of the Light","85","169","normal","Radiant only"
"13.50","Morphling","106","178","normal","Radiant only"
"13.50","Io","101","177","normal","Radiant only"
"13.55","Keeper of the Light","79","163","on hero kill","Radiant only"
"13.55","Morphling","106","176","on hero kill","Radiant only"
"13.55","Io","103","177","on hero kill","Radiant only"
"13.55","Keeper of the Light","79","163","normal","Radiant only"
"13.55","Morphling","178","118","normal","Radiant only"
"13.55","Io","178","118","normal","Radiant only"
"13.60","Keeper of the Light","73","162","normal","Radiant only"
"13.60","Lycan","175","118","normal","Radiant only"
"13.65","Keeper of the Light","81","167","normal","Radiant only"
"13.70","Puck","168","131","normal","Radiant only"
"13.70","Keeper of the Light","90","170","normal","Radiant only"
"13.71","Puck","169","132","on hero kill","Radiant only"
"13.71","Keeper of the Light","92","171","on hero kill","Radiant only"
"13.75","Morphling","103","178","normal","Radiant only"
"13.75","Io","103","177","normal","Radiant only"
"13.80","Keeper of the Light","102","171","normal","Radiant only"
"13.80","Morphling","102","174","normal","Radiant only"
"13.80","Io","99","173","normal","Radiant only"
"13.85","Keeper of the Light","105","172","normal","Radiant only"
"13.85","Morphling","106","173","normal","Radiant only"
"13.85","Io","98","177","normal","Radiant only"
"13.95","Keeper of the Light","106","174","normal","Radiant only"
"13.95","Lycan","173","127","normal","Radiant only"
"14.00","Keeper of the Light","105","173","normal","Radiant only"
"14.00","Lycan","169","127","normal","Radiant only"
"14.05","Puck","179","140","normal","Radiant only"
"14.05","Lycan","175","137","normal","Radiant only"
"14.05","Io","108","176","normal","Radiant only"
"14.10","Keeper of the Light","104","175","normal","Radiant only"
"14.10","Morphling","107","172","normal","Radiant only"
